Year,State,corn_yield_bu_acre,avg_temp_growing,total_rain_growing
2008,NORTH CAROLINA,78.0,22.285,695.77
2009,NORTH CAROLINA,117.0,22.30666666666667,566.03
2010,NORTH CAROLINA,91.0,23.781666666666666,630.85
2011,NORTH CAROLINA,84.0,23.721666666666668,591.36
2012,NORTH CAROLINA,117.0,22.71666666666667,631.25
2013,NORTH CAROLINA,142.0,21.213333333333335,746.96
2014,NORTH CAROLINA,132.0,22.363333333333333,564.4
2015,NORTH CAROLINA,113.0,23.55,521.49
2016,NORTH CAROLINA,129.0,23.275000000000002,657.61
2017,NORTH CAROLINA,142.0,22.955,685.44
2018,NORTH CAROLINA,113.0,23.35166666666667,866.75
2019,NORTH CAROLINA,111.0,23.593333333333334,559.31
2020,NORTH CAROLINA,113.0,21.723333333333333,851.0400000000001
2021,NORTH CAROLINA,149.0,22.38,516.34
2022,NORTH CAROLINA,126.0,22.973333333333333,641.9000000000001
2023,NORTH CAROLINA,147.0,22.406666666666666,619.43
2024,NORTH CAROLINA,87.0,23.198333333333334,789.26
2025,NORTH CAROLINA,139.0,23.311666666666667,595.6999999999999
2000,NORTH DAKOTA,112.0,15.15,449.02
2001,NORTH DAKOTA,115.0,16.288333333333334,358.69
2002,NORTH DAKOTA,114.0,15.868333333333334,303.32
2003,NORTH DAKOTA,112.0,16.156666666666666,395.04999999999995
2004,NORTH DAKOTA,105.0,14.24,447.63
2005,NORTH DAKOTA,129.0,16.081666666666667,444.77
2006,NORTH DAKOTA,111.0,17.285,291.55
2007,NORTH DAKOTA,116.0,15.978333333333333,485.16
2008,NORTH DAKOTA,124.0,14.988333333333335,449.78
2009,NORTH DAKOTA,115.0,14.498333333333335,320.13
2010,NORTH DAKOTA,132.0,15.411666666666667,524.59
2011,NORTH DAKOTA,105.0,14.803333333333335,531.94
2012,NORTH DAKOTA,122.0,16.938333333333333,299.9
2013,NORTH DAKOTA,110.0,15.036666666666667,444.57000000000005
2014,NORTH DAKOTA,124.0,14.485,411.8
2015,NORTH DAKOTA,128.0,16.47,318.26
2016,NORTH DAKOTA,158.0,16.455000000000002,380.24
2017,NORTH DAKOTA,139.0,16.385,310.83000000000004
2018,NORTH DAKOTA,153.0,16.12333333333333,353.24
2019,NORTH DAKOTA,131.0,15.229999999999999,550.02
2020,NORTH DAKOTA,139.0,15.71,273.75
2021,NORTH DAKOTA,105.0,17.798333333333336,270.93
2022,NORTH DAKOTA,130.0,15.506666666666668,392.97999999999996
2023,NORTH DAKOTA,143.0,16.976666666666667,430.29
2024,NORTH DAKOTA,149.0,16.738333333333333,447.94
2025,NORTH DAKOTA,146.0,16.871666666666666,409.96000000000004
2000,OHIO,147.0,17.463333333333335,600.4200000000001
2001,OHIO,138.0,18.291666666666668,487.02
2002,OHIO,89.0,18.93166666666667,485.78
2003,OHIO,156.0,17.495,668.79
2004,OHIO,158.0,17.55333333333333,703.88
2005,OHIO,143.0,18.535,570.51
2006,OHIO,159.0,17.643333333333334,618.78
2007,OHIO,150.0,17.936666666666667,544.6
2008,OHIO,131.0,17.605,520.48
2009,OHIO,171.0,17.468333333333334,514.38
2010,OHIO,160.0,19.655,505.21999999999997
2011,OHIO,153.0,18.273333333333333,736.5
2012,OHIO,120.0,18.826666666666664,482.99
2013,OHIO,174.0,17.733333333333334,584.1
2014,OHIO,176.0,17.625,614.59
2015,OHIO,153.0,18.578333333333333,535.26
2016,OHIO,159.0,19.166666666666668,446.07
2017,OHIO,177.0,18.433333333333334,520.13
2018,OHIO,187.0,18.805,609.88
2019,OHIO,164.0,18.705000000000002,622.22
2020,OHIO,171.0,17.953333333333333,485.74
2021,OHIO,193.0,18.671666666666667,521.86
2022,OHIO,187.0,18.25,564.73
2023,OHIO,198.0,18.041666666666668,489.40000000000003
2024,OHIO,177.0,20.01,484.07
2025,OHIO,194.0,19.098333333333333,524.22
2000,OKLAHOMA,140.0,24.471666666666668,510.81
2001,OKLAHOMA,125.0,24.373333333333335,528.19
2002,OKLAHOMA,130.0,23.738333333333333,531.41
2003,OKLAHOMA,125.0,24.073333333333334,508.15000000000003
2004,OKLAHOMA,150.0,23.046666666666667,534.45
2005,OKLAHOMA,115.0,24.095,528.4599999999999
2006,OKLAHOMA,105.0,25.31833333333333,456.6
2007,OKLAHOMA,145.0,21.963333333333335,1014.78
2008,OKLAHOMA,110.0,22.973333333333333,709.23
2009,OKLAHOMA,105.0,22.963333333333335,652.14
2010,OKLAHOMA,128.0,24.373333333333335,652.39
2011,OKLAHOMA,92.0,26.775000000000002,368.44
2012,OKLAHOMA,110.0,25.845,376.25
2013,OKLAHOMA,145.0,22.66,780.66
2014,OKLAHOMA,147.0,23.771666666666665,492.15
2015,OKLAHOMA,129.0,22.916666666666668,982.58
2016,OKLAHOMA,121.0,23.91,587.92
2017,OKLAHOMA,126.0,23.375,740.34
2018,OKLAHOMA,134.0,23.71666666666667,698.56
2019,OKLAHOMA,137.0,23.496666666666666,873.45
2020,OKLAHOMA,135.0,22.761666666666667,557.38
2021,OKLAHOMA,150.0,23.396666666666665,614.74
2022,OKLAHOMA,122.0,25.356666666666666,540.74
2023,OKLAHOMA,149.0,24.453333333333333,597.8
2024,OKLAHOMA,98.0,25.141666666666666,537.49
2025,OKLAHOMA,128.0,23.395,874.8199999999999
2000,OREGON,180.0,11.366666666666667,267.28
2001,OREGON,140.0,11.756666666666668,276.06
2002,OREGON,160.0,11.893333333333333,219.91
2003,OREGON,170.0,12.424999999999999,250.07999999999998
2004,OREGON,170.0,12.24,365.38
2005,OREGON,160.0,11.591666666666667,351.93
2006,OREGON,180.0,12.401666666666666,235.75
2007,OREGON,200.0,11.626666666666665,232.20999999999998
2008,OREGON,195.0,11.183333333333335,230.13
2009,OREGON,215.0,12.433333333333332,269.42
2010,OREGON,200.0,10.604999999999999,391.58
2011,OREGON,215.0,10.368333333333334,330.63
2012,OREGON,205.0,11.656666666666666,322.17
2013,OREGON,188.0,12.141666666666666,402.27
2014,OREGON,190.0,12.631666666666668,321.15
2015,OREGON,188.0,13.056666666666667,166.76
2016,OREGON,230.0,12.51,205.44
2017,OREGON,212.0,12.770000000000001,305.33
2018,OREGON,195.0,12.843333333333334,196.27
2019,OREGON,237.0,12.174999999999999,342.43
2020,OREGON,241.0,12.563333333333333,300.88
2021,OREGON,240.0,13.688333333333333,158.01
2022,OREGON,237.0,12.458333333333334,400.91
2023,OREGON,214.0,13.165,240.99
2024,OREGON,208.0,12.811666666666667,244.84
2000,PENNSYLVANIA,127.0,17.518333333333334,557.32
2001,PENNSYLVANIA,98.0,18.471666666666668,432.87
2002,PENNSYLVANIA,68.0,19.02,509.59000000000003
2003,PENNSYLVANIA,115.0,17.02,792.8
2004,PENNSYLVANIA,140.0,17.915,931.6400000000001
2005,PENNSYLVANIA,122.0,18.853333333333335,395.53
2006,PENNSYLVANIA,122.0,17.991666666666667,609.34
2007,PENNSYLVANIA,124.0,18.25166666666667,485.6
2008,PENNSYLVANIA,133.0,17.85,615.6
2009,PENNSYLVANIA,142.0,17.391666666666666,629.66
2010,PENNSYLVANIA,128.0,19.641666666666666,565.53
2011,PENNSYLVANIA,111.0,18.671666666666667,929.9799999999999
2012,PENNSYLVANIA,131.0,18.84166666666667,610.79
2013,PENNSYLVANIA,146.0,18.128333333333334,455.91
2014,PENNSYLVANIA,154.0,17.503333333333334,594.74
2015,PENNSYLVANIA,147.0,18.985,586.4399999999999
2016,PENNSYLVANIA,129.0,19.211666666666666,442.55999999999995
2017,PENNSYLVANIA,161.0,18.393333333333334,580.3
2018,PENNSYLVANIA,140.0,18.19333333333333,1011.9399999999999
2019,PENNSYLVANIA,153.0,19.05333333333333,582.1
2020,PENNSYLVANIA,138.0,18.276666666666667,447.87
2021,PENNSYLVANIA,169.0,18.793333333333333,746.56
2022,PENNSYLVANIA,140.0,18.611666666666668,581.37
2023,PENNSYLVANIA,157.0,18.451666666666664,544.26
2024,PENNSYLVANIA,138.0,19.341666666666665,704.11
2025,PENNSYLVANIA,150.0,19.195,623.24
2000,RHODE ISLAND,18.0,16.19,606.32
2001,RHODE ISLAND,20.0,17.036666666666665,497.62
2002,RHODE ISLAND,16.5,17.333333333333332,480.05999999999995
2003,RHODE ISLAND,18.0,16.125,581.65
2004,RHODE ISLAND,20.0,16.505,661.87
2005,RHODE ISLAND,20.0,16.983333333333334,446.48
2006,RHODE ISLAND,20.5,16.778333333333332,739.99
2007,RHODE ISLAND,20.0,16.7,463.94
2008,RHODE ISLAND,20.5,17.138333333333332,636.3199999999999
2009,RHODE ISLAND,12.5,16.451666666666668,691.59
2010,RHODE ISLAND,21.0,18.265,434.82
2011,RHODE ISLAND,16.0,17.53,771.52
2012,RHODE ISLAND,20.0,18.12666666666667,584.3
2013,RHODE ISLAND,20.5,17.191666666666666,574.83
2014,RHODE ISLAND,20.0,16.91,436.21
2015,RHODE ISLAND,17.0,17.68,458.41999999999996
2016,RHODE ISLAND,18.5,17.67833333333333,438.73
2017,RHODE ISLAND,18.0,16.99,635.48
2018,RHODE ISLAND,21.0,17.451666666666668,619.72
2019,RHODE ISLAND,20.0,17.246666666666666,661.13
2020,RHODE ISLAND,13.0,17.37,402.62
2021,RHODE ISLAND,21.0,17.841666666666665,732.74
2022,RHODE ISLAND,16.0,18.078333333333333,472.53
2023,RHODE ISLAND,21.0,17.73,751.26
2024,RHODE ISLAND,18.0,17.606666666666666,632.46
2000,SOUTH CAROLINA,65.0,23.96166666666667,589.47
2001,SOUTH CAROLINA,108.0,23.863333333333333,444.25
2002,SOUTH CAROLINA,47.0,25.081666666666667,495.42
2003,SOUTH CAROLINA,105.0,22.638333333333332,823.89
2004,SOUTH CAROLINA,100.0,24.236666666666665,728.34
2005,SOUTH CAROLINA,114.0,23.558333333333334,635.56
2006,SOUTH CAROLINA,110.0,24.235,637.03
2007,SOUTH CAROLINA,97.0,24.353333333333335,427.3
2008,SOUTH CAROLINA,63.0,23.83,593.3100000000001
2009,SOUTH CAROLINA,111.0,23.751666666666665,582.5
2010,SOUTH CAROLINA,84.0,25.14833333333333,595.8000000000001
2011,SOUTH CAROLINA,65.0,25.255,545.28
2012,SOUTH CAROLINA,122.0,24.028333333333332,670.5699999999999
2013,SOUTH CAROLINA,129.0,22.308333333333334,834.63
2014,SOUTH CAROLINA,117.0,23.733333333333334,607.02
2015,SOUTH CAROLINA,93.0,24.731666666666666,565.92
2016,SOUTH CAROLINA,127.0,24.481666666666666,649.32
2017,SOUTH CAROLINA,136.0,24.326666666666668,691.0899999999999
2018,SOUTH CAROLINA,127.0,24.736666666666665,702.39
2019,SOUTH CAROLINA,106.0,25.376666666666665,494.98
2020,SOUTH CAROLINA,132.0,23.45,726.62
2021,SOUTH CAROLINA,139.0,23.541666666666668,607.3
2022,SOUTH CAROLINA,122.0,24.441666666666666,638.29
2023,SOUTH CAROLINA,150.0,23.53333333333333,742.9
2024,SOUTH CAROLINA,101.0,24.515,827.33
2025,SOUTH CAROLINA,155.0,24.498333333333335,683.0
2000,SOUTH DAKOTA,112.0,18.313333333333333,353.21999999999997
2001,SOUTH DAKOTA,109.0,18.746666666666666,423.83000000000004
2002,SOUTH DAKOTA,95.0,18.830000000000002,304.76
2003,SOUTH DAKOTA,111.0,18.401666666666667,359.21
2004,SOUTH DAKOTA,130.0,17.24833333333333,527.0699999999999
2005,SOUTH DAKOTA,119.0,18.89,460.89
2006,SOUTH DAKOTA,97.0,19.51,333.87
2007,SOUTH DAKOTA,121.0,18.386666666666667,514.13
2008,SOUTH DAKOTA,133.0,17.041666666666668,464.87
2009,SOUTH DAKOTA,151.0,16.523333333333333,384.98
2010,SOUTH DAKOTA,135.0,17.695,596.9
2011,SOUTH DAKOTA,132.0,16.92833333333333,520.6999999999999
2012,SOUTH DAKOTA,101.0,19.808333333333334,314.54
2013,SOUTH DAKOTA,137.0,17.441666666666666,449.88
2014,SOUTH DAKOTA,148.0,17.083333333333332,396.14
2015,SOUTH DAKOTA,159.0,18.573333333333334,481.78999999999996
2016,SOUTH DAKOTA,161.0,18.705,432.44
2017,SOUTH DAKOTA,145.0,18.423333333333332,366.44
2018,SOUTH DAKOTA,160.0,18.276666666666667,376.85
2019,SOUTH DAKOTA,144.0,16.593333333333334,698.96
2020,SOUTH DAKOTA,162.0,17.843333333333334,366.64000000000004
2021,SOUTH DAKOTA,134.0,19.481666666666666,331.8
2022,SOUTH DAKOTA,132.0,18.37,398.2
2023,SOUTH DAKOTA,152.0,19.255,426.21000000000004
2024,SOUTH DAKOTA,164.0,18.790000000000003,436.11
2025,SOUTH DAKOTA,173.0,18.836666666666666,479.15999999999997
2000,TENNESSEE,114.0,22.275000000000002,547.9
2001,TENNESSEE,132.0,21.67833333333333,619.17
2002,TENNESSEE,107.0,22.618333333333336,571.86
2003,TENNESSEE,131.0,21.238333333333333,852.9
2004,TENNESSEE,140.0,21.088333333333335,729.96
2005,TENNESSEE,130.0,22.261666666666667,614.5600000000001
2006,TENNESSEE,125.0,22.521666666666665,549.38
2007,TENNESSEE,106.0,23.313333333333333,389.22
2008,TENNESSEE,118.0,22.03,523.11
2009,TENNESSEE,148.0,21.246666666666666,843.86
2010,TENNESSEE,117.0,23.406666666666666,673.07
2011,TENNESSEE,131.0,22.42833333333333,794.63
2012,TENNESSEE,85.0,22.691666666666666,608.99
2013,TENNESSEE,156.0,20.965,834.09
2014,TENNESSEE,168.0,21.721666666666664,653.2700000000001
2015,TENNESSEE,160.0,22.01,673.14
2016,TENNESSEE,151.0,22.834999999999997,537.05
2017,TENNESSEE,171.0,21.905,834.69
2018,TENNESSEE,168.0,22.521666666666665,706.24
2019,TENNESSEE,177.0,23.206666666666667,654.77
2020,TENNESSEE,170.0,21.088333333333335,853.15
2021,TENNESSEE,170.0,21.156666666666666,847.02
2022,TENNESSEE,130.0,22.41,624.67
2023,TENNESSEE,173.0,21.95,603.3100000000001
2024,TENNESSEE,152.0,23.11,653.47
2025,TENNESSEE,160.0,22.808333333333334,795.97
2000,TEXAS,124.0,27.148333333333337,357.39
2001,TEXAS,118.0,25.99,419.86
2002,TEXAS,113.0,26.28333333333333,451.59
2003,TEXAS,118.0,26.166666666666668,346.76
2004,TEXAS,139.0,25.005,614.84
2005,TEXAS,114.0,26.064999999999998,361.66
2006,TEXAS,121.0,26.651666666666667,345.36
2007,TEXAS,148.0,23.808333333333334,787.7099999999999
2008,TEXAS,118.0,26.27,344.99
2009,TEXAS,124.0,26.423333333333332,469.43
2010,TEXAS,144.0,26.294999999999998,478.40999999999997
2011,TEXAS,91.0,28.973333333333333,132.63
2012,TEXAS,129.0,26.83,355.09000000000003
2013,TEXAS,136.0,26.191666666666666,448.38
2014,TEXAS,148.0,25.76833333333333,449.29
2015,TEXAS,135.0,26.325,497.06000000000006
2016,TEXAS,127.0,25.47666666666667,729.42
2017,TEXAS,140.0,26.036666666666665,505.18
2018,TEXAS,108.0,26.781666666666666,413.0
2019,TEXAS,133.0,26.498333333333335,464.67
2020,TEXAS,128.0,25.936666666666667,490.0
2021,TEXAS,128.0,25.631666666666664,510.81
2022,TEXAS,95.0,28.573333333333334,255.73
2023,TEXAS,122.0,28.30666666666667,300.1
2024,TEXAS,112.0,27.22,570.29
2025,TEXAS,129.0,26.785,614.35
2000,UTAH,144.0,18.408333333333335,164.95
2001,UTAH,142.0,18.566666666666666,146.96
2002,UTAH,142.0,18.366666666666667,154.70999999999998
2003,UTAH,155.0,18.013333333333332,185.09
2004,UTAH,155.0,17.35833333333333,149.45999999999998
2005,UTAH,163.0,16.593333333333334,223.05999999999997
2006,UTAH,157.0,17.80333333333333,190.39
2007,UTAH,150.0,18.516666666666666,178.45999999999998
2008,UTAH,157.0,16.476666666666667,158.11
2009,UTAH,150.0,16.635,274.74
2010,UTAH,178.0,16.24833333333333,235.47
2011,UTAH,164.0,15.725,329.65999999999997
2012,UTAH,167.0,18.566666666666666,155.97
2013,UTAH,170.0,17.533333333333335,254.01999999999998
2014,UTAH,160.0,17.645,249.22
2015,UTAH,173.0,17.84,256.93
2016,UTAH,175.0,18.213333333333335,168.43
2017,UTAH,176.0,17.716666666666665,169.54000000000002
2018,UTAH,182.0,19.04,155.34
2019,UTAH,143.0,16.99,221.60000000000002
2020,UTAH,149.0,18.779999999999998,74.59
2021,UTAH,179.0,19.141666666666666,161.93
2022,UTAH,165.0,18.42,149.02
2023,UTAH,185.0,17.661666666666665,169.27
2024,UTAH,167.0,18.675,166.72
2000,VERMONT,16.5,12.646666666666667,641.12
2001,VERMONT,19.0,13.61,388.78
2002,VERMONT,16.0,13.805,596.5
2003,VERMONT,18.5,13.51,616.61
2004,VERMONT,19.5,13.576666666666666,699.41
2005,VERMONT,20.5,14.331666666666669,616.31
2006,VERMONT,13.0,13.661666666666667,755.94
2007,VERMONT,19.0,13.381666666666668,541.12
2008,VERMONT,19.0,13.851666666666667,662.69
2009,VERMONT,17.0,13.136666666666668,646.96
2010,VERMONT,18.5,14.703333333333333,606.1899999999999
2011,VERMONT,15.0,14.386666666666665,902.82
2012,VERMONT,19.0,14.268333333333333,610.3399999999999
2013,VERMONT,15.0,13.808333333333332,796.0
2014,VERMONT,18.0,13.525,558.53
2015,VERMONT,17.0,14.241666666666667,627.46
2016,VERMONT,20.0,13.851666666666667,474.27
2017,VERMONT,16.5,13.956666666666665,695.5
2018,VERMONT,19.0,14.25,572.28
2019,VERMONT,18.0,13.713333333333333,639.45
2020,VERMONT,19.0,13.821666666666667,448.01
2021,VERMONT,19.0,14.661666666666667,568.36
2022,VERMONT,19.0,14.316666666666668,545.98
2023,VERMONT,17.0,14.315,760.94
2024,VERMONT,19.0,15.028333333333334,669.4
2000,VIRGINIA,146.0,20.393333333333334,635.84
2001,VIRGINIA,123.0,20.603333333333335,475.14
2002,VIRGINIA,68.0,21.973333333333333,459.74
2003,VIRGINIA,115.0,19.68166666666667,1020.89
2004,VIRGINIA,145.0,20.873333333333335,792.96
2005,VIRGINIA,118.0,21.375,423.2
2006,VIRGINIA,120.0,21.016666666666666,613.5699999999999
2007,VIRGINIA,86.0,21.346666666666668,435.24
2008,VIRGINIA,108.0,21.093333333333334,638.3700000000001
2009,VIRGINIA,131.0,20.756666666666668,626.56
2010,VIRGINIA,67.0,22.636666666666667,500.51
2011,VIRGINIA,118.0,21.728333333333335,756.8499999999999
2012,VIRGINIA,103.0,21.506666666666664,520.19
2013,VIRGINIA,154.0,20.044999999999998,674.75
2014,VIRGINIA,145.0,20.613333333333333,537.9
2015,VIRGINIA,161.0,21.419999999999998,680.68
2016,VIRGINIA,148.0,21.445000000000004,727.99
2017,VIRGINIA,140.0,21.546666666666667,628.7
2018,VIRGINIA,146.0,21.55,942.43
2019,VIRGINIA,144.0,22.518333333333334,515.72
2020,VIRGINIA,122.0,20.733333333333334,819.91
2021,VIRGINIA,160.0,21.348333333333333,563.36
2022,VIRGINIA,167.0,21.82166666666667,449.57
2023,VIRGINIA,157.0,21.330000000000002,550.59
2024,VIRGINIA,114.0,22.168333333333333,524.18
2025,VIRGINIA,175.0,21.709999999999997,641.99
2000,WASHINGTON,185.0,8.155,479.18
2001,WASHINGTON,190.0,8.195,428.65000000000003
2002,WASHINGTON,190.0,8.495,421.28
2003,WASHINGTON,195.0,9.459999999999999,301.59
2004,WASHINGTON,200.0,10.058333333333334,569.61
2005,WASHINGTON,205.0,9.203333333333333,512.22
2006,WASHINGTON,210.0,9.333333333333334,366.91999999999996
2007,WASHINGTON,210.0,8.581666666666667,373.28999999999996
2008,WASHINGTON,205.0,7.68,440.94
2009,WASHINGTON,215.0,9.188333333333334,407.11
2010,WASHINGTON,205.0,7.698333333333333,668.07
2011,WASHINGTON,225.0,7.361666666666667,549.7
2012,WASHINGTON,215.0,8.571666666666667,462.01
2013,WASHINGTON,215.0,9.381666666666666,668.04
2014,WASHINGTON,215.0,9.836666666666668,521.19
2015,WASHINGTON,215.0,10.39,261.73
2016,WASHINGTON,235.0,9.706666666666667,356.0
2017,WASHINGTON,225.0,9.826666666666666,390.01
2018,WASHINGTON,220.0,9.785,393.81
2019,WASHINGTON,237.0,9.446666666666667,413.78999999999996
2020,WASHINGTON,228.0,9.111666666666666,535.16
2021,WASHINGTON,248.0,9.815,352.84000000000003
2022,WASHINGTON,220.0,9.135,542.6099999999999
2023,WASHINGTON,240.0,9.888333333333334,388.0
2024,WASHINGTON,235.0,9.126666666666667,474.66999999999996
2025,WASHINGTON,231.0,8.549999999999999,347.35
2000,WEST VIRGINIA,130.0,19.116666666666667,741.31
2001,WEST VIRGINIA,120.0,19.385,710.37
2002,WEST VIRGINIA,105.0,20.528333333333332,609.5699999999999
2003,WEST VIRGINIA,115.0,18.636666666666667,883.3600000000001
2004,WEST VIRGINIA,131.0,19.24,827.64
2005,WEST VIRGINIA,109.0,20.001666666666665,597.79
2006,WEST VIRGINIA,120.0,19.221666666666668,716.27
2007,WEST VIRGINIA,111.0,20.486666666666668,517.56
2008,WEST VIRGINIA,130.0,19.236666666666668,653.21
2009,WEST VIRGINIA,126.0,18.74833333333333,757.45
2010,WEST VIRGINIA,90.0,20.938333333333333,651.92
2011,WEST VIRGINIA,114.0,20.14,733.8
2012,WEST VIRGINIA,128.0,20.346666666666668,574.94
2013,WEST VIRGINIA,147.0,19.421666666666667,569.71
2014,WEST VIRGINIA,149.0,19.885,457.99
2015,WEST VIRGINIA,148.0,20.419999999999998,631.5500000000001
2016,WEST VIRGINIA,145.0,20.68,598.22
2017,WEST VIRGINIA,152.0,20.245,531.3
2018,WEST VIRGINIA,152.0,20.525000000000002,789.06
2019,WEST VIRGINIA,165.0,21.381666666666664,522.51
2020,WEST VIRGINIA,144.0,19.003333333333334,725.57
2021,WEST VIRGINIA,144.0,20.035,531.11
2022,WEST VIRGINIA,168.0,19.941666666666666,727.4300000000001
2023,WEST VIRGINIA,145.0,20.015,545.86
2024,WEST VIRGINIA,110.0,21.763333333333332,480.37
2000,WISCONSIN,132.0,15.353333333333333,672.76
2001,WISCONSIN,127.0,16.195,609.7
2002,WISCONSIN,135.0,15.76,639.5500000000001
2003,WISCONSIN,129.0,15.268333333333333,508.23
2004,WISCONSIN,136.0,14.825000000000001,556.41
2005,WISCONSIN,148.0,17.103333333333335,430.17
2006,WISCONSIN,143.0,16.69333333333333,457.46
2007,WISCONSIN,135.0,16.743333333333336,496.26
2008,WISCONSIN,137.0,15.176666666666668,540.31
2009,WISCONSIN,153.0,14.923333333333334,465.60999999999996
2010,WISCONSIN,162.0,16.87333333333333,840.21
2011,WISCONSIN,155.0,15.166666666666666,628.77
2012,WISCONSIN,120.0,16.756666666666664,434.94
2013,WISCONSIN,145.0,14.971666666666666,572.12
2014,WISCONSIN,156.0,14.688333333333333,709.94
2015,WISCONSIN,164.0,15.770000000000001,633.23
2016,WISCONSIN,178.0,16.025000000000002,645.0899999999999
2017,WISCONSIN,174.0,15.32,656.9499999999999
2018,WISCONSIN,172.0,15.633333333333333,723.97
2019,WISCONSIN,166.0,15.128333333333332,775.9000000000001
2020,WISCONSIN,173.0,14.976666666666667,589.94
2021,WISCONSIN,180.0,16.231666666666666,668.23
2022,WISCONSIN,180.0,15.481666666666667,596.35
2023,WISCONSIN,176.0,16.156666666666666,439.78999999999996
2024,WISCONSIN,174.0,16.546666666666667,764.4499999999999
2025,WISCONSIN,183.0,15.93,619.54
2000,WYOMING,132.0,15.346666666666666,166.65
2001,WYOMING,125.0,15.998333333333333,121.73
2002,WYOMING,119.0,14.950000000000001,139.86
2003,WYOMING,129.0,15.006666666666668,185.14
2004,WYOMING,131.0,13.593333333333334,233.5
2005,WYOMING,140.0,14.51,129.48
2006,WYOMING,129.0,15.648333333333333,115.9
2007,WYOMING,129.0,15.608333333333333,171.25
2008,WYOMING,134.0,13.378333333333332,210.7
2009,WYOMING,140.0,13.436666666666667,218.98
2010,WYOMING,123.0,13.178333333333333,229.6
2011,WYOMING,130.0,13.71,202.23
2012,WYOMING,142.0,16.535,75.2
2013,WYOMING,127.0,14.895000000000001,197.78
2014,WYOMING,138.0,13.959999999999999,180.44
2015,WYOMING,159.0,14.75,254.19
2016,WYOMING,147.0,14.716666666666667,219.89
2017,WYOMING,155.0,14.325000000000001,222.69
2018,WYOMING,164.0,15.174999999999999,196.98
2019,WYOMING,123.0,13.958333333333334,293.58
2020,WYOMING,122.0,14.775,116.09
2021,WYOMING,132.0,15.284999999999998,208.57
2022,WYOMING,153.0,14.815,220.90999999999997
2023,WYOMING,153.0,14.401666666666666,289.53
2024,WYOMING,155.0,15.511666666666665,160.95
